distraction_active,time_since_last_dist,label,raw_prob,calib_prob,gt_prob,abs_error_raw,abs_error_cal
0,7.0,1,0.6954394,0.06766583,0.015108897677429317,0.6803305006112975,0.05255693257712543
0,0.606216,1,0.9243494,0.06766583,0.12121212121212122,0.8031373060110844,0.05354629095756647
0,2.01745,1,0.058998283,0.05132548,0.055757575757575756,0.003240707241224522,0.004432094372583156
0,1.652297,1,0.2495224,0.06766583,0.07878787878787878,0.1707345240946972,0.011122048533324033
0,2.190134,1,0.8531376,0.06766583,0.055757575757575756,0.7973800365852587,0.011908254496978993
0,3.5479950000000002,1,0.984697,0.08659434,0.061452513966480445,0.9232444703245962,0.02514182921894436
0,3.202884,1,0.98507917,0.08659434,0.061452513966480445,0.923626655306896,0.02514182921894436
0,7.0,1,0.71228194,0.06766583,0.015108897677429317,0.6971730446901244,0.05255693257712543
0,1.919085,1,0.9545504,0.07768083,0.07878787878787878,0.87576250668728,0.0011070451501643958
0,3.225558,1,0.3976303,0.06766583,0.061452513966480445,0.33617779013164883,0.006213316288074304
0,7.0,1,0.7485552,0.06766583,0.015108897677429317,0.7334462857332152,0.05255693257712543
0,0.49356,1,0.97796154,0.085777685,0.12121212121212122,0.8567494190100468,0.03543443616592523
0,4.142039,1,0.8827859,0.06766583,0.04589528118939883,0.8368906351390314,0.021770549065155916
1,0.0,0,0.10698002,0.059581418,0.07505598193338253,0.0319240363843169,0.015474564343002817
1,0.0,0,0.10698002,0.059581418,0.07505598193338253,0.0319240363843169,0.015474564343002817
1,0.0,0,0.10698002,0.059581418,0.07505598193338253,0.0319240363843169,0.015474564343002817
1,0.0,0,0.017780757,0.035307884,0.07505598193338253,0.057275225355533144,0.03974809771707394
1,0.0,0,0.017780757,0.035307884,0.07505598193338253,0.057275225355533144,0.03974809771707394
1,0.0,0,0.009688166,0.032587208,0.07505598193338253,0.06536781596323588,0.042468774079588434
1,0.0,0,0.009688166,0.032587208,0.07505598193338253,0.06536781596323588,0.042468774079588434
1,0.0,0,0.009688166,0.032587208,0.07505598193338253,0.06536781596323588,0.042468774079588434
1,0.0,0,0.009688166,0.032587208,0.07505598193338253,0.06536781596323588,0.042468774079588434
1,0.0,0,0.13448484,0.065575846,0.07505598193338253,0.0594288604862418,0.009480136393812677
1,0.0,0,0.13448484,0.065575846,0.07505598193338253,0.0594288604862418,0.009480136393812677
1,0.0,0,0.13448484,0.065575846,0.07505598193338253,0.0594288604862418,0.009480136393812677
1,0.0,0,0.13448484,0.065575846,0.07505598193338253,0.0594288604862418,0.009480136393812677
1,0.0,0,0.13448484,0.065575846,0.07505598193338253,0.0594288604862418,0.009480136393812677
1,0.0,0,0.05469593,0.05132548,0.07505598193338253,0.020360051601437112,0.023730500548389932
1,0.0,0,0.05469593,0.05132548,0.07505598193338253,0.020360051601437112,0.023730500548389932
1,0.0,0,0.05469593,0.05132548,0.07505598193338253,0.020360051601437112,0.023730500548389932
1,0.0,0,0.07016318,0.056792263,0.07505598193338253,0.004892799019125482,0.01826371899178364
1,0.0,0,0.07016318,0.056792263,0.07505598193338253,0.004892799019125482,0.01826371899178364
1,0.0,0,0.07016318,0.056792263,0.07505598193338253,0.004892799019125482,0.01826371899178364
1,0.0,0,0.0658458,0.054510184,0.07505598193338253,0.009210179507044336,0.020545798301008722
1,0.0,0,0.0658458,0.054510184,0.07505598193338253,0.009210179507044336,0.020545798301008722
1,0.0,0,0.0658458,0.054510184,0.07505598193338253,0.009210179507044336,0.020545798301008722
1,0.0,0,0.029407885,0.039459057,0.07505598193338253,0.045648097007778665,0.03559692478111126
1,0.0,0,0.029407885,0.039459057,0.07505598193338253,0.045648097007778665,0.03559692478111126
1,0.0,0,0.029407885,0.039459057,0.07505598193338253,0.045648097007778665,0.03559692478111126
1,0.0,0,0.010945621,0.032587208,0.07505598193338253,0.0641103609867964,0.042468774079588434
1,0.0,0,0.010945621,0.032587208,0.07505598193338253,0.0641103609867964,0.042468774079588434
1,0.0,0,0.010945621,0.032587208,0.07505598193338253,0.0641103609867964,0.042468774079588434
1,0.0,0,0.113956444,0.06469405,0.07505598193338253,0.038900462032052496,0.010361934959200403
1,0.0,0,0.113956444,0.06469405,0.07505598193338253,0.038900462032052496,0.010361934959200403
1,0.0,0,0.113956444,0.06469405,0.07505598193338253,0.038900462032052496,0.010361934959200403
1,0.0,0,0.0013171479,0.031869918,0.07505598193338253,0.07373883406935372,0.04318606382539608
1,0.0,0,0.0013171479,0.031869918,0.07505598193338253,0.07373883406935372,0.04318606382539608
1,0.0,0,0.0030338317,0.032587208,0.07505598193338253,0.07202215021779873,0.042468774079588434
1,0.0,0,0.0030338317,0.032587208,0.07505598193338253,0.07202215021779873,0.042468774079588434
1,0.0,0,0.0035689827,0.032587208,0.07505598193338253,0.07148699922790863,0.042468774079588434
1,0.0,0,0.0035689827,0.032587208,0.07505598193338253,0.07148699922790863,0.042468774079588434
1,0.0,0,0.0035689827,0.032587208,0.07505598193338253,0.07148699922790863,0.042468774079588434
1,0.0,0,0.08770987,0.058213864,0.07505598193338253,0.0126538845307555,0.016842118411568185
1,0.0,0,0.08770987,0.058213864,0.07505598193338253,0.0126538845307555,0.016842118411568185
1,0.0,0,0.060016617,0.05132548,0.07505598193338253,0.0150393647544656,0.023730500548389932
1,0.0,0,0.060016617,0.05132548,0.07505598193338253,0.0150393647544656,0.023730500548389932
1,0.0,0,0.060016617,0.05132548,0.07505598193338253,0.0150393647544656,0.023730500548389932
1,0.0,0,0.0029634277,0.032587208,0.07505598193338253,0.07209255424631872,0.042468774079588434
1,0.0,0,0.0029634277,0.032587208,0.07505598193338253,0.07209255424631872,0.042468774079588434
1,0.0,0,0.014146075,0.035307884,0.07505598193338253,0.06090990728071072,0.03974809771707394
1,0.0,0,0.014146075,0.035307884,0.07505598193338253,0.06090990728071072,0.03974809771707394
1,0.0,0,0.014146075,0.035307884,0.07505598193338253,0.06090990728071072,0.03974809771707394
1,0.0,0,0.005079538,0.032587208,0.07505598193338253,0.06997644383764007,0.042468774079588434
1,0.0,0,0.005079538,0.032587208,0.07505598193338253,0.06997644383764007,0.042468774079588434
1,0.0,0,0.005079538,0.032587208,0.07505598193338253,0.06997644383764007,0.042468774079588434
1,0.0,0,0.005079538,0.032587208,0.07505598193338253,0.06997644383764007,0.042468774079588434
1,0.0,0,0.09007683,0.058213864,0.07505598193338253,0.015020844579431036,0.016842118411568185
1,0.0,0,0.09007683,0.058213864,0.07505598193338253,0.015020844579431036,0.016842118411568185
1,0.0,0,0.043023195,0.041727297,0.07505598193338253,0.03203278681567051,0.033328684925344965
1,0.0,0,0.043023195,0.041727297,0.07505598193338253,0.03203278681567051,0.033328684925344965
1,0.0,0,0.08380823,0.05742782,0.07505598193338253,0.008752246440144995,0.017628162115124246
1,0.0,0,0.08380823,0.05742782,0.07505598193338253,0.008752246440144995,0.017628162115124246
1,0.0,0,0.08380823,0.05742782,0.07505598193338253,0.008752246440144995,0.017628162115124246
1,0.0,0,0.15175717,0.06766583,0.07505598193338253,0.07670118385622166,0.007390151678827783
1,0.0,0,0.15175717,0.06766583,0.07505598193338253,0.07670118385622166,0.007390151678827783
1,0.0,0,0.008914986,0.032587208,0.07505598193338253,0.06614099623939135,0.042468774079588434
1,0.0,0,0.008914986,0.032587208,0.07505598193338253,0.06614099623939135,0.042468774079588434
1,0.0,0,0.008914986,0.032587208,0.07505598193338253,0.06614099623939135,0.042468774079588434
1,0.0,0,0.009370791,0.032587208,0.07505598193338253,0.06568519113889076,0.042468774079588434
1,0.0,0,0.009370791,0.032587208,0.07505598193338253,0.06568519113889076,0.042468774079588434
1,0.0,0,0.009370791,0.032587208,0.07505598193338253,0.06568519113889076,0.042468774079588434
1,0.0,0,0.0044312673,0.032587208,0.07505598193338253,0.07062471466442682,0.042468774079588434
1,0.0,0,0.0044312673,0.032587208,0.07505598193338253,0.07062471466442682,0.042468774079588434
1,0.0,0,0.0044312673,0.032587208,0.07505598193338253,0.07062471466442682,0.042468774079588434
1,0.0,0,0.09256532,0.059581418,0.07505598193338253,0.017509338498803595,0.015474564343002817
1,0.0,0,0.09256532,0.059581418,0.07505598193338253,0.017509338498803595,0.015474564343002817
1,0.0,0,0.095685236,0.059581418,0.07505598193338253,0.020629254222604254,0.015474564343002817
1,0.0,0,0.095685236,0.059581418,0.07505598193338253,0.020629254222604254,0.015474564343002817
1,0.0,0,0.095685236,0.059581418,0.07505598193338253,0.020629254222604254,0.015474564343002817
1,0.0,0,0.010198565,0.032587208,0.07505598193338253,0.06485741673341133,0.042468774079588434
1,0.0,0,0.010198565,0.032587208,0.07505598193338253,0.06485741673341133,0.042468774079588434
1,0.0,0,0.010198565,0.032587208,0.07505598193338253,0.06485741673341133,0.042468774079588434
1,0.0,0,0.010198565,0.032587208,0.07505598193338253,0.06485741673341133,0.042468774079588434
1,0.0,0,0.0046638916,0.032587208,0.07505598193338253,0.07039209030872323,0.042468774079588434
1,0.0,0,0.0046638916,0.032587208,0.07505598193338253,0.07039209030872323,0.042468774079588434
1,0.0,0,0.13127531,0.065575846,0.07505598193338253,0.05621932917902134,0.009480136393812677
