metric,n_participants,mean_recovery_minus_control,median_recovery_minus_control,ci95_low,ci95_high,fraction_positive
future_event,13,-0.04639101668108133,-0.04878048780487805,-0.08592676424161019,-0.01066904088811165,0.15384615384615385
future_risk_score,13,-0.1730243710810292,-0.24390243902439024,-0.2820977773548377,-0.05988173866746882,0.15384615384615385
hr_delta_10s,13,0.305518267135404,0.4648351648351643,-0.587533699847782,1.370737554355949,0.5384615384615384
hr_slope_10s,13,-0.04562161599364433,-0.13275058275058368,-0.1570218714847493,0.07693506363826062,0.38461538461538464
hr_slope_change_10s,13,-0.12279578508868969,-0.04521885521885444,-0.25854873188483857,0.01644322535762597,0.38461538461538464
hr_burden_plus3_recent10,13,0.10874764944973903,0.0,-0.027761942845046055,0.26896106642854384,0.38461538461538464
hr_deviation_local,13,0.3664834364659991,0.016666666666666663,-1.7366130543784455,2.581514216797723,0.5384615384615384
