id,route,Timestamp,recovery_band,seconds_since_distraction_end,future_event,future_risk_score,hr,hr_available,hr_delta_10s,hr_slope_10s,hr_slope_change_10s,hr_burden_plus3_recent10,hr_deviation_local
0C01,P2,2025-07-09 14:50:45+00:00,CONTROL_PRE,,0,0.0,65.0,1.0,2.5999999999999943,0.19393939393939538,-0.024242424242423566,0.0,-1.0
0C01,P2,2025-07-09 14:50:50+00:00,CONTROL_PRE,,0,0.0,64.0,1.0,1.1000000000000014,-0.151515151515153,-0.45454545454545675,0.0,-2.0
0C01,P2,2025-07-09 14:50:55+00:00,CONTROL_PRE,,0,0.0,62.0,1.0,-0.8999999999999915,-0.15151515151515063,-0.345454545454546,0.0,-4.0
0C01,P2,2025-07-09 14:51:00+00:00,CONTROL_PRE,,0,0.0,64.0,1.0,-1.6000000000000014,-0.16363636363636488,-0.012121212121211894,0.0,-2.0
0C01,P2,2025-07-09 14:51:05+00:00,CONTROL_PRE,,0,0.0,64.0,1.0,-0.8000000000000043,0.2000000000000003,0.3515151515151509,0.0,-2.0
0C01,P2,2025-07-09 14:51:10+00:00,CONTROL_PRE,,0,0.0,69.0,1.0,2.1999999999999957,0.6484848484848478,0.8121212121212127,0.0,3.0
0C01,P2,2025-07-09 14:51:15+00:00,CONTROL_PRE,,0,0.0,69.0,1.0,5.000000000000007,0.4666666666666665,0.2666666666666662,0.0,3.0
0C01,P2,2025-07-09 14:51:20+00:00,CONTROL_PRE,,0,0.0,66.0,1.0,3.3000000000000114,-0.2787878787878777,-0.9272727272727255,0.0,0.0
0C01,P2,2025-07-09 14:51:25+00:00,CONTROL_PRE,,0,0.0,71.0,1.0,0.19999999999998863,0.19999999999999998,-0.2666666666666665,0.2,5.0
0C01,P2,2025-07-09 14:51:30+00:00,CONTROL_PRE,,0,0.0,68.0,1.0,0.3999999999999915,0.2545454545454538,0.5333333333333314,0.5,2.0
0C01,P2,2025-07-09 14:51:35+00:00,CONTROL_PRE,,0,0.0,65.0,1.0,-0.5,-0.6545454545454491,-0.8545454545454491,0.3,-1.0
0C01,P2,2025-07-09 14:51:40+00:00,CONTROL_PRE,,0,0.0,65.0,1.0,-3.0,-0.15757575757575729,-0.4121212121212111,0.0,-1.0
0C01,P2,2025-07-09 14:51:45+00:00,CONTROL_PRE,,0,0.0,64.0,1.0,-2.8999999999999915,-0.27272727272727204,0.38181818181817706,0.0,-2.0
0C01,P2,2025-07-09 14:51:50+00:00,CONTROL_PRE,,0,0.0,65.0,1.0,-1.2000000000000028,0.2545454545454569,0.4121212121212142,0.0,-1.0
0C01,P2,2025-07-09 14:51:55+00:00,CONTROL_PRE,,0,0.0,68.0,1.0,1.0999999999999943,0.25454545454545396,0.527272727272726,0.0,2.0
0C01,P2,2025-07-09 14:52:00+00:00,CONTROL_PRE,,0,0.0,67.0,1.0,2.200000000000003,0.26666666666666816,0.012121212121211256,0.0,1.0
0C01,P2,2025-07-09 14:52:05+00:00,CONTROL_PRE,,0,0.0,62.0,1.0,-0.09999999999999432,-0.6727272727272714,-0.9272727272727254,0.0,-4.0
0C01,P2,2025-07-09 14:52:10+00:00,CONTROL_PRE,,0,0.0,60.0,1.0,-4.399999999999999,-0.666666666666666,-0.9333333333333341,0.0,-6.0
0C01,P2,2025-07-09 14:52:35+00:00,CONTROL_PRE,,0,0.0,63.0,1.0,1.5,0.07272727272727246,-0.20000000000000268,0.0,-2.0
0C01,P2,2025-07-09 14:52:50+00:00,CONTROL_PRE,,0,0.0,66.0,1.0,2.799999999999997,0.16363636363636438,-0.3151515151515173,0.1,1.0
0C01,P2,2025-07-09 14:52:55+00:00,CONTROL_PRE,,0,0.0,67.0,1.0,1.1000000000000085,-0.09696969696969823,-0.36969696969697297,0.1,1.0
0C01,P2,2025-07-09 14:53:00+00:00,CONTROL_PRE,,0,0.0,65.0,1.0,-0.5,-0.07272727272727286,-0.23636363636363725,0.0,-1.0
0C01,P2,2025-07-09 14:53:05+00:00,CONTROL_PRE,,0,0.0,63.0,1.0,-1.7999999999999972,-0.4242424242424226,-0.3272727272727244,0.0,-3.0
0C01,P2,2025-07-09 14:53:10+00:00,CONTROL_PRE,,0,0.0,64.0,1.0,-2.5,-0.1272727272727263,-0.054545454545453426,0.0,-1.0
0C01,P2,2025-07-09 14:53:15+00:00,CONTROL_PRE,,0,0.0,70.0,1.0,-0.5,0.5393939393939413,0.9636363636363638,0.1,5.0
0C01,P2,2025-07-09 14:53:20+00:00,CONTROL_PRE,,0,0.0,70.0,1.0,5.1000000000000085,1.0787878787878795,1.2060606060606058,0.6,5.0
0C01,P2,2025-07-09 14:53:25+00:00,CONTROL_PRE,,0,0.0,64.0,1.0,3.799999999999997,-1.266666666666667,-1.8060606060606084,0.5,-1.5
0C01,P2,2025-07-09 14:53:30+00:00,CONTROL_PRE,,0,0.0,65.0,1.0,-4.900000000000006,-0.22424242424242416,-1.3030303030303036,0.0,0.0
0C01,P2,2025-07-09 14:53:35+00:00,CONTROL_PRE,,0,0.0,67.0,1.0,-3.700000000000003,0.545454545454545,1.812121212121212,0.0,2.0
0C01,P2,2025-07-09 14:53:40+00:00,CONTROL_PRE,,1,5.0,68.0,1.0,2.6000000000000085,0.21212121212121376,0.43636363636363795,0.0,2.0
0C01,P2,2025-07-09 14:53:45+00:00,CONTROL_PRE,,1,5.0,67.0,1.0,2.5,-0.018181818181817747,-0.5636363636363627,0.0,1.0
0C01,P2,2025-07-09 14:53:50+00:00,CONTROL_PRE,,0,0.0,67.0,1.0,0.5,-0.09696969696969474,-0.3090909090909085,0.0,1.0
0C01,P2,2025-07-09 14:53:55+00:00,CONTROL_PRE,,0,0.0,66.0,1.0,-0.7999999999999972,-0.1393939393939395,-0.12121212121212174,0.0,0.0
0C01,P2,2025-07-09 14:54:00+00:00,CONTROL_PRE,,0,0.0,67.0,1.0,-1.5,-0.06666666666666561,0.030303030303029124,0.0,1.0
0D01,P2,2025-07-10 07:19:19+00:00,CONTROL_PRE,,0,0.0,113.0,1.0,3.799999999999997,0.5878787878787913,-0.08484848484848051,1.0,15.0
0D01,P2,2025-07-10 07:19:24+00:00,CONTROL_PRE,,0,0.0,114.0,1.0,4.300000000000011,0.30909090909091563,0.20000000000000945,1.0,12.5
0D01,P2,2025-07-10 07:19:29+00:00,CONTROL_PRE,,0,0.0,111.0,1.0,2.5999999999999943,-0.199999999999997,-0.7878787878787883,1.0,9.0
0D01,P2,2025-07-10 07:19:34+00:00,CONTROL_PRE,,0,0.0,106.0,1.0,-2.8000000000000114,-0.9757575757575762,-1.2848484848484918,0.8,1.5
0D01,P2,2025-07-10 07:19:49+00:00,CONTROL_PRE,,0,0.0,107.0,1.0,1.2000000000000028,-0.3151515151515088,-0.26666666666665784,0.3,0.0
0D01,P2,2025-07-10 07:19:54+00:00,CONTROL_PRE,,0,0.0,104.0,1.0,-1.8999999999999915,-0.527272727272724,-0.9151515151515157,0.0,-3.0
0D01,P2,2025-07-10 07:19:59+00:00,CONTROL_PRE,,0,0.0,101.0,1.0,-5.5,-0.745454545454542,-0.43030303030303324,0.0,-5.0
0D01,P2,2025-07-10 07:20:04+00:00,CONTROL_PRE,,0,0.0,106.0,1.0,-3.6000000000000085,0.6121212121212115,1.1393939393939356,0.0,0.0
0D01,P2,2025-07-10 07:20:09+00:00,CONTROL_PRE,,0,0.0,109.0,1.0,3.0,0.5636363636363683,1.3090909090909104,0.0,3.0
0D01,P2,2025-07-10 07:20:14+00:00,CONTROL_PRE,,0,0.0,107.0,1.0,4.300000000000011,-9.200988687864987e-16,-0.6121212121212124,0.0,1.0
0D01,P2,2025-07-10 07:20:19+00:00,CONTROL_PRE,,0,0.0,113.0,1.0,2.5,0.6181818181818164,0.054545454545448124,0.2,6.0
0D01,P2,2025-07-10 07:20:24+00:00,CONTROL_PRE,,0,0.0,111.0,1.0,3.8999999999999915,0.36969696969697013,0.3696969696969711,0.7,4.0
0D01,P2,2025-07-10 07:20:29+00:00,CONTROL_PRE,,0,0.0,111.0,1.0,2.799999999999997,-0.24242424242424215,-0.8606060606060586,1.0,4.0
0D01,P2,2025-07-10 07:20:34+00:00,CONTROL_PRE,,0,0.0,110.0,1.0,-0.8999999999999915,-0.21818181818181767,-0.5878787878787878,0.6,3.0
0D01,P2,2025-07-10 07:20:39+00:00,CONTROL_PRE,,0,0.0,111.0,1.0,-1.3999999999999915,0.12121212121212278,0.3636363636363649,0.1,3.0
0D01,P2,2025-07-10 07:20:44+00:00,CONTROL_PRE,,0,0.0,112.0,1.0,0.29999999999999716,0.10303030303030541,0.32121212121212306,0.1,4.0
0D01,P2,2025-07-10 07:20:49+00:00,CONTROL_PRE,,0,0.0,112.0,1.0,1.8999999999999915,0.3696969696969769,0.24848484848485414,0.6,4.0
0D01,P2,2025-07-10 07:20:59+00:00,CONTROL_PRE,,0,0.0,113.0,1.0,-0.5,0.25454545454545663,-0.11515151515152028,0.3,4.0
