user_id,run_id,weather,map_name,error_type,model_pred,model_prob,emotion_label,emotion_prob,speed_kmh,timestamp,frame,sim_time_seconds,x,y,z,road_id,lane_id,details
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.869,51.54,2026-02-10T16:31:14.995196,10324,65.42937885969877,5.229133605957031,70.33908081054688,0.0016037749592214,12,1,Solid
participant_01,1,day,Town10HD,Stop sign violation,reach_back,0.947,neutral,0.994,48.393,2026-02-10T16:31:18.423730,10367,66.93437886610627,26.078954696655277,69.83685302734375,0.0019901655614376,12,1,stop_sign_id=946
participant_01,1,day,Town10HD,Harsh braking,reach_back,0.952,neutral,0.775,14.214,2026-02-10T16:32:01.808591,10934,86.77937895059586,69.09544372558594,26.258390426635746,0.0021371077746152,21,-1,decel_mps2=26.802
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.726,35.296,2026-02-10T16:36:09.848708,14262,203.2593794465065,44.62371826171875,44.5827522277832,0.0015292739262804,9,-1,Solid
participant_01,1,day,Town10HD,Vehicle collision,None,1.0,fear,0.684,3.674,2026-02-10T16:36:27.295720,14511,211.9743794836104,71.76236724853516,25.50543594360352,0.0015177153982222,21,-1,vehicle.nissan.patrol_2021
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.756,35.609,2026-02-10T16:36:29.864694,14547,213.2343794889748,80.11077117919922,28.33561897277832,0.0015616226010024,21,-2,Solid
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.857,49.251,2026-02-10T16:36:38.574254,14670,217.53937950730324,110.28997802734376,-5.18589973449707,0.0018857192480936,3,-2,Solid
participant_01,1,day,Town10HD,Red light violation,None,1.0,sad,1.0,13.274,2026-02-10T16:37:36.860397,15494,246.3793796300888,-49.98564529418945,-2.4272913932800293,0.001504402142018,15,1,traffic_light_id=40
participant_01,1,day,Town10HD,Harsh braking,None,1.0,fear,1.0,24.658,2026-02-10T16:38:02.873217,15848,258.7693796828389,40.58803939819336,53.02175521850586,0.0022106552496552,152,1,decel_mps2=4.932
participant_01,1,day,Town10HD,Stop sign violation,None,1.0,fear,1.0,21.627,2026-02-10T16:38:03.247700,15853,258.944379683584,40.65951156616211,54.14016342163086,0.0022044754587113,152,1,stop_sign_id=1062
participant_01,1,day,Town10HD,Solid line crossing,reach_back,0.957,happy,0.858,50.207,2026-02-10T16:38:44.101327,16452,279.909379772842,37.55931854248047,134.5005645751953,0.0017255401471629,1,1,SolidSolid
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.780,50.418,2026-02-10T16:38:48.324138,16511,281.9743797816336,9.477313041687012,134.4601593017578,0.0017768859397619,8,1,SolidSolid
participant_01,1,day,Town10HD,Red light violation,None,1.0,neutral,0.996,35.919,2026-02-10T16:38:53.658989,16591,284.77437979355454,-26.88130760192871,131.72982788085938,0.00207897182554,4,-2,traffic_light_id=45
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.894,36.964,2026-02-10T16:39:12.243841,16856,294.0493798330426,-28.01329803466797,69.36824035644531,0.0019230651669204,900,-1,SolidSolid
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.819,31.052,2026-02-10T16:39:17.496182,16928,296.56937984377146,-5.10256814956665,69.03083038330078,0.0016867446247488,12,1,SolidSolid
participant_01,1,day,Town10HD,Stop sign violation,None,1.0,fear,0.997,16.646,2026-02-10T16:39:24.080266,17024,299.9293798580766,26.210922241210938,69.86102294921875,0.0018023680895566,12,1,stop_sign_id=946
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.858,27.711,2026-02-10T16:42:04.664458,19440,384.4893802180886,41.22432708740234,45.1889877319336,0.0021732710301876,9,1,SolidSolid
participant_01,1,day,Town10HD,Harsh braking,None,1.0,fear,0.995,19.204,2026-02-10T16:42:05.691928,19456,385.0493802204728,41.02040481567383,48.80696105957031,0.0021521758753806,9,1,decel_mps2=9.999
participant_01,1,day,Town10HD,Stop sign violation,None,1.0,fear,0.989,24.417,2026-02-10T16:42:11.456905,19543,388.0943802334368,41.06703567504883,54.19828796386719,0.0015077971620485,152,1,stop_sign_id=1062
participant_01,1,day,Town10HD,Red light violation,None,1.0,neutral,0.965,49.757,2026-02-10T16:42:49.998708,20140,408.9893803223968,-26.961116790771484,131.36459350585938,0.0018158339662477,4,-2,traffic_light_id=45
participant_01,1,day,Town10HD,Stop sign violation,reach_back,0.892,sad,0.999,10.27,2026-02-10T16:43:17.118593,20534,422.7793803811073,26.12898826599121,69.64398193359375,0.001818428048864,12,1,stop_sign_id=946
participant_01,1,day,Town10HD,Solid line crossing,reach_back,0.989,neutral,0.928,40.29,2026-02-10T16:43:24.742026,20650,426.8393803983927,44.85010147094727,45.45863723754883,0.0020840454380959,9,-1,Solid
participant_01,1,day,Town10HD,Harsh braking,None,1.0,fear,0.981,37.663,2026-02-10T16:44:35.423166,21770,466.0393805652857,-16.837627410888672,-67.53648376464844,0.0022542572114616,7,2,decel_mps2=6.605
participant_01,1,day,Town10HD,Red light violation,None,1.0,fear,0.987,50.161,2026-02-10T16:45:41.487638,22805,502.2643807195127,-64.65953826904297,27.80662727355957,0.0018066405318677,255,-2,traffic_light_id=46
participant_01,1,day,Town10HD,Solid line crossing,reach_back,0.917,happy,0.753,36.337,2026-02-10T16:45:52.680934,22975,508.2143807448447,14.581456184387209,28.492095947265625,0.00202381121926,20,-2,Solid
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.886,27.715,2026-02-10T16:46:00.103111,23091,512.27438076213,41.21563720703125,45.74037551879883,0.0021760941017419,9,1,SolidSolid
participant_01,1,day,Town10HD,Red light violation,None,1.0,neutral,0.934,47.558,2026-02-10T16:46:45.135700,23805,537.2643808685243,-26.95064926147461,132.11856079101562,0.0018764495616778,4,-1,traffic_light_id=45
participant_01,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.665,31.116,2026-02-10T16:47:00.162102,24036,545.349380902946,-26.10627555847168,68.71197509765625,0.0017005157424136,12,1,SolidSolid
participant_01,1,day,Town10HD,Stop sign violation,None,1.0,sad,0.998,19.87,2026-02-10T16:47:16.752218,24293,554.344380941242,26.297128677368164,69.48571014404297,0.0017544174334034,12,1,stop_sign_id=946
participant_01,1,day,Town10HD,Red light violation,None,1.0,fear,0.625,23.96,2026-02-10T16:48:00.487746,24999,579.0543810464442,82.85028076171875,25.440576553344727,0.001561660785228,21,-1,traffic_light_id=33
participant_01,1,day,Town10HD,Red light violation,None,1.0,sad,0.46,19.403,2026-02-10T16:49:15.449420,26241,622.5243812315166,-30.658302307128903,-67.92665100097656,0.0017879485385492,90,2,traffic_light_id=34
participant_02,1,day,Town10HD,Stop sign violation,None,1.0,sad,0.512,15.501,2026-02-11T11:50:44.414140,32539,82.97271022573113,27.93034553527832,69.96842193603516,0.0016372299287468,150,1,stop_sign_id=1067
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.796,48.855,2026-02-11T11:52:18.910639,33904,130.74771042913198,98.49297332763672,-53.44894409179688,0.001921615563333,10,-2,Solid
participant_02,1,day,Town10HD,Harsh braking,eat,0.898,sad,0.694,16.563,2026-02-11T11:52:36.682661,34142,139.07771046459675,15.329801559448242,-67.60262298583984,0.0019132995512336,10,-2,decel_mps2=4.351
participant_02,1,day,Town10HD,Solid line crossing,eat,0.922,happy,0.956,28.699,2026-02-11T11:53:31.159084,34925,166.48271058127284,-1.6006792783737185,-68.54566955566406,0.001603813143447,17,-2,Solid
participant_02,1,day,Town10HD,Vehicle collision,eat,0.964,angry,0.738,26.899,2026-02-11T11:53:31.612300,34931,166.6927105821669,-3.218743324279785,-68.66120147705078,0.0018891906365752,17,-2,vehicle.ford.crown
participant_02,1,day,Town10HD,Harsh braking,None,1.0,sad,0.625,15.501,2026-02-11T11:53:32.646383,34945,167.18271058425307,-6.050039768218994,-68.96403503417969,0.0036752319429069,7,2,decel_mps2=4.887
participant_02,1,day,Town10HD,Vehicle collision,eat,0.904,fear,0.763,0.008,2026-02-11T11:53:35.768416,34989,168.72271059080958,-7.325994491577148,-69.09943389892578,0.003899497911334,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Vehicle collision,None,1.0,fear,0.674,0.005,2026-02-11T11:53:39.623423,35047,170.75271059945226,-7.320667743682861,-69.09812927246094,0.0029342651832848,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Vehicle collision,eat,0.987,fear,0.883,0.001,2026-02-11T11:53:43.527385,35105,172.78271060809493,-7.318165302276611,-69.097412109375,0.0022911070846021,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Vehicle collision,eat,0.973,fear,0.807,0.002,2026-02-11T11:53:47.323431,35163,174.8127106167376,-7.316275596618652,-69.09719848632812,0.0018872070359066,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Vehicle collision,eat,0.912,fear,0.764,0.006,2026-02-11T11:53:52.146488,35238,177.43771062791348,-7.315168380737305,-69.09725952148438,0.0017191314836964,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Vehicle collision,None,1.0,fear,0.695,0.006,2026-02-11T11:53:56.657115,35308,179.8877106383443,-7.3152008056640625,-69.09725952148438,0.0017189788632094,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Vehicle collision,None,1.0,angry,0.702,0.006,2026-02-11T11:54:01.128868,35378,182.3377106487751,-7.315252304077148,-69.09725952148438,0.0017189788632094,7,2,vehicle.ford.crown
participant_02,1,day,Town10HD,Collision,None,1.0,sad,0.788,0.377,2026-02-11T11:54:05.196718,35436,184.36771065741777,-7.3308563232421875,-69.09789276123047,0.0015658187912777,7,2,static.car
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.615,13.314,2026-02-11T11:54:06.966431,35464,185.3477106615901,-9.097793579101562,-68.90547180175781,0.0013759994180873,7,2,Solid
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.947,14.82,2026-02-11T11:54:38.030847,35927,201.55271073058248,-12.749485969543455,-68.58879852294922,0.001210517832078,7,2,Solid
participant_02,1,day,Town10HD,Red light violation,eat,0.861,sad,0.805,51.558,2026-02-11T11:54:41.877792,35980,203.4077107384801,-30.668588638305664,-68.8472671508789,0.0016738509293645,90,2,traffic_light_id=49
participant_02,1,day,Town10HD,Harsh braking,None,1.0,neutral,0.965,29.936,2026-02-11T11:54:46.452859,36049,205.8227107487619,-61.16790008544922,-69.2994155883789,0.0022291946224868,90,2,decel_mps2=5.497
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.759,23.311,2026-02-11T11:54:48.311423,36076,206.7677107527852,-67.55486297607422,-69.39124298095703,0.0018133162520825,6,2,Solid
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.942,31.362,2026-02-11T11:54:52.047194,36134,208.79771076142788,-80.25767517089844,-68.18722534179688,0.0013294600648805,6,2,Solid
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.961,43.279,2026-02-11T11:54:56.477177,36199,211.07271077111363,-100.5999984741211,-56.75767517089844,0.0014887618599459,6,2,Solid
participant_02,1,day,Town10HD,Harsh braking,None,1.0,sad,1.0,18.523,2026-02-11T11:55:03.869460,36301,214.6427107863128,-110.41271209716795,-20.11463928222656,0.002117347670719,6,1,decel_mps2=79.688
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.883,39.273,2026-02-11T11:56:06.182177,37174,245.1977109164,80.42106628417969,70.79244995117188,0.001547050429508,11,1,Solid
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.926,22.891,2026-02-11T11:56:13.642158,37285,249.08271093294024,98.26712036132812,93.19509887695312,0.00193473813124,1,2,Solid
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,neutral,0.789,41.882,2026-02-11T11:56:20.950152,37396,252.96771094948053,89.86767578125,116.0610809326172,0.0013764571631327,1,2,Solid
participant_02,1,day,Town10HD,Harsh braking,None,1.0,sad,0.511,19.125,2026-02-11T11:56:39.565283,37660,262.2077109888196,-22.28811454772949,131.85043334960938,0.0021430586930364,4,-1,decel_mps2=4.394
participant_02,1,day,Town10HD,Solid line crossing,None,1.0,happy,0.977,50.183,2026-02-11T11:57:15.601063,38198,281.03771106898785,-45.29830932617188,114.59554290771484,0.0018824386643245,13,-1,SolidSolid
