Trial,Phase,TargetQuadrant,ClickedQuadrant,Correct,ResponseTime_ms,ResponseTime_s,Timeout,TrialStart_UTC_ms,ResponseTimestamp_UTC_ms,subject_id,canonical_subject_id,session_number,session_id,condition,route,order_subgroup,source_file,TrialStart_dt,Response_dt,offline_activation_anchor_dt,offline_activation_annotation_type,offline_activation_reference_label,offline_activation_roll_window_seconds,baseline_first_session_lqm,hr_burden_above_baseline_plus_3bpm_session,hr_burden_above_baseline_plus_3bpm_session_100,hr_burden_above_baseline_plus_3bpm_roll20,hr_burden_above_baseline_plus_3bpm_roll20_100,hr_roll20_valid_sample_count,hr_roll20_coverage_ratio,drive_post10_center_line_crossing_sum,drive_post10_collision_sum,drive_post10_panic_braking_sum
27,2,1,1.0,True,1842.0,1.84,False,1752221392623,1752221394465.0,0C03,0C03,2,0C03_S2,D,P1,D second,data/surt_logs/0C03_250711_1010.csv,2025-07-11 10:09:52.623000+02:00,2025-07-11 10:09:54.465000+02:00,2025-07-11 10:09:52.623000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,67.0,0.77,77.0,0.42857142857142855,42.857142857142854,21.0,1.0,0.41,0.0,0.0
28,1,2,2.0,True,1180.0,1.18,False,1752221398491,1752221399671.0,0C03,0C03,2,0C03_S2,D,P1,D second,data/surt_logs/0C03_250711_1010.csv,2025-07-11 10:09:58.491000+02:00,2025-07-11 10:09:59.671000+02:00,2025-07-11 10:09:58.491000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,67.0,0.77,77.0,0.7142857142857143,71.42857142857143,21.0,1.0,1.55,0.0,0.0
28,2,1,1.0,True,767.0,0.77,False,1752221399673,1752221400440.0,0C03,0C03,2,0C03_S2,D,P1,D second,data/surt_logs/0C03_250711_1010.csv,2025-07-11 10:09:59.673000+02:00,2025-07-11 10:10:00.440000+02:00,2025-07-11 10:09:59.673000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,67.0,0.77,77.0,0.7619047619047619,76.19047619047619,21.0,1.0,1.9,0.0,0.0
0,1,3,,False,,,True,1752230116948,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:16.948000+02:00,,2025-07-11 12:35:16.948000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.7058823529411765,70.58823529411765,17.0,0.8095238095238095,0.0,0.0,0.0
1,1,1,,False,,,True,1752230126958,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:26.958000+02:00,,2025-07-11 12:35:26.958000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.9047619047619048,90.47619047619048,21.0,1.0,0.0,0.0,0.0
2,1,1,1.0,True,1873.0,1.87,False,1752230136961,1752230138834.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:36.961000+02:00,2025-07-11 12:35:38.834000+02:00,2025-07-11 12:35:36.961000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,1.0,100.0,21.0,1.0,0.0,0.0,0.0
2,2,3,3.0,True,2998.0,3.0,False,1752230138836,1752230141834.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:38.836000+02:00,2025-07-11 12:35:41.834000+02:00,2025-07-11 12:35:38.836000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,1.0,100.0,21.0,1.0,0.0,0.0,0.0
3,1,4,4.0,True,2486.0,2.49,False,1752230146977,1752230149463.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:46.977000+02:00,2025-07-11 12:35:49.463000+02:00,2025-07-11 12:35:46.977000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.7619047619047619,76.19047619047619,21.0,1.0,0.0,0.0,0.0
3,2,1,,False,,,True,1752230149467,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:49.467000+02:00,,2025-07-11 12:35:49.467000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6666666666666666,66.66666666666666,21.0,1.0,0.0,0.0,0.0
4,1,3,3.0,True,1578.0,1.58,False,1752230156990,1752230158568.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:56.990000+02:00,2025-07-11 12:35:58.568000+02:00,2025-07-11 12:35:56.990000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6666666666666666,66.66666666666666,21.0,1.0,0.0,0.0,0.0
4,2,2,2.0,True,3872.0,3.87,False,1752230158571,1752230162443.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:35:58.571000+02:00,2025-07-11 12:36:02.443000+02:00,2025-07-11 12:35:58.571000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6666666666666666,66.66666666666666,21.0,1.0,0.0,0.0,0.0
5,1,1,1.0,True,1805.0,1.8,False,1752230167004,1752230168809.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:07.004000+02:00,2025-07-11 12:36:08.809000+02:00,2025-07-11 12:36:07.004000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.9047619047619048,90.47619047619048,21.0,1.0,1.5,0.0,0.0
5,2,3,3.0,True,977.0,0.98,False,1752230168812,1752230169789.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:08.812000+02:00,2025-07-11 12:36:09.789000+02:00,2025-07-11 12:36:08.812000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.9523809523809523,95.23809523809523,21.0,1.0,2.5,0.0,0.0
6,1,2,2.0,True,4271.0,4.27,False,1752230177014,1752230181285.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:17.014000+02:00,2025-07-11 12:36:21.285000+02:00,2025-07-11 12:36:17.014000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6666666666666666,66.66666666666666,21.0,1.0,1.17,0.0,0.0
6,2,4,4.0,True,1454.0,1.45,False,1752230181286,1752230182740.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:21.286000+02:00,2025-07-11 12:36:22.740000+02:00,2025-07-11 12:36:21.286000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.47619047619047616,47.61904761904761,21.0,1.0,0.0,0.0,0.0
7,1,4,4.0,True,1378.0,1.38,False,1752230187023,1752230188401.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:27.023000+02:00,2025-07-11 12:36:28.401000+02:00,2025-07-11 12:36:27.023000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.47619047619047616,47.61904761904761,21.0,1.0,0.0,0.0,0.0
7,2,3,3.0,True,1393.0,1.39,False,1752230188406,1752230189799.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:28.406000+02:00,2025-07-11 12:36:29.799000+02:00,2025-07-11 12:36:28.406000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.47619047619047616,47.61904761904761,21.0,1.0,0.0,0.0,0.0
8,1,3,3.0,True,1849.0,1.85,False,1752230197031,1752230198880.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:37.031000+02:00,2025-07-11 12:36:38.880000+02:00,2025-07-11 12:36:37.031000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6190476190476191,61.904761904761905,21.0,1.0,0.0,0.0,0.0
8,2,1,1.0,True,1420.0,1.42,False,1752230198884,1752230200304.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:38.884000+02:00,2025-07-11 12:36:40.304000+02:00,2025-07-11 12:36:38.884000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6666666666666666,66.66666666666666,21.0,1.0,0.0,0.0,0.0
9,1,3,,False,,,True,1752230207043,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:47.043000+02:00,,2025-07-11 12:36:47.043000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.8571428571428571,85.71428571428571,21.0,1.0,8.18,0.0,0.0
10,1,1,1.0,True,1733.0,1.73,False,1752230217049,1752230218782.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:57.049000+02:00,2025-07-11 12:36:58.782000+02:00,2025-07-11 12:36:57.049000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,1.0,100.0,21.0,1.0,0.57,0.0,0.0
10,2,4,4.0,True,1296.0,1.3,False,1752230218786,1752230220082.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:36:58.786000+02:00,2025-07-11 12:37:00.082000+02:00,2025-07-11 12:36:58.786000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,1.0,100.0,21.0,1.0,0.0,0.0,0.0
11,1,3,3.0,True,2699.0,2.7,False,1752230227054,1752230229753.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:07.054000+02:00,2025-07-11 12:37:09.753000+02:00,2025-07-11 12:37:07.054000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.7619047619047619,76.19047619047619,21.0,1.0,4.12,0.0,0.0
11,2,1,1.0,True,1465.0,1.47,False,1752230229757,1752230231222.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:09.757000+02:00,2025-07-11 12:37:11.222000+02:00,2025-07-11 12:37:09.757000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.6666666666666666,66.66666666666666,21.0,1.0,5.92,0.0,0.0
12,1,2,2.0,True,3562.0,3.56,False,1752230237062,1752230240624.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:17.062000+02:00,2025-07-11 12:37:20.624000+02:00,2025-07-11 12:37:17.062000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.42857142857142855,42.857142857142854,21.0,1.0,5.8999999999999995,0.0,0.0
12,2,4,4.0,True,1550.0,1.55,False,1752230240628,1752230242178.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:20.628000+02:00,2025-07-11 12:37:22.178000+02:00,2025-07-11 12:37:20.628000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.2857142857142857,28.57142857142857,21.0,1.0,4.369999999999999,0.0,0.0
13,1,4,,False,,,True,1752230247066,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:27.066000+02:00,,2025-07-11 12:37:27.066000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.3333333333333333,33.33333333333333,21.0,1.0,1.27,0.0,0.0
14,1,4,4.0,True,1860.0,1.86,False,1752230257076,1752230258936.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:37.076000+02:00,2025-07-11 12:37:38.936000+02:00,2025-07-11 12:37:37.076000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.38095238095238093,38.095238095238095,21.0,1.0,0.0,0.0,0.0
14,2,4,4.0,True,1259.0,1.26,False,1752230258937,1752230260196.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:38.937000+02:00,2025-07-11 12:37:40.196000+02:00,2025-07-11 12:37:38.937000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.42857142857142855,42.857142857142854,21.0,1.0,0.0,0.0,0.0
15,1,1,1.0,True,2421.0,2.42,False,1752230267088,1752230269509.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:47.088000+02:00,2025-07-11 12:37:49.509000+02:00,2025-07-11 12:37:47.088000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.5238095238095238,52.38095238095239,21.0,1.0,0.33,0.0,0.0
15,2,2,2.0,True,1502.0,1.5,False,1752230269510,1752230271012.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:49.510000+02:00,2025-07-11 12:37:51.012000+02:00,2025-07-11 12:37:49.510000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.47619047619047616,47.61904761904761,21.0,1.0,1.2200000000000002,0.0,0.0
16,1,2,2.0,True,1414.0,1.41,False,1752230277085,1752230278499.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:57.085000+02:00,2025-07-11 12:37:58.499000+02:00,2025-07-11 12:37:57.085000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.3333333333333333,33.33333333333333,21.0,1.0,0.89,0.0,0.0
16,2,3,3.0,True,1182.0,1.18,False,1752230278502,1752230279684.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:37:58.502000+02:00,2025-07-11 12:37:59.684000+02:00,2025-07-11 12:37:58.502000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.2857142857142857,28.57142857142857,21.0,1.0,0.1,0.0,0.0
17,1,3,3.0,True,2010.0,2.01,False,1752230287102,1752230289112.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:07.102000+02:00,2025-07-11 12:38:09.112000+02:00,2025-07-11 12:38:07.102000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.047619047619047616,4.761904761904762,21.0,1.0,0.0,0.0,0.0
17,2,3,3.0,True,1152.0,1.15,False,1752230289113,1752230290265.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:09.113000+02:00,2025-07-11 12:38:10.265000+02:00,2025-07-11 12:38:09.113000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.047619047619047616,4.761904761904762,21.0,1.0,0.0,0.0,0.0
18,1,2,2.0,True,1613.0,1.61,False,1752230297111,1752230298724.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:17.111000+02:00,2025-07-11 12:38:18.724000+02:00,2025-07-11 12:38:17.111000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.047619047619047616,4.761904761904762,21.0,1.0,1.7200000000000002,0.0,0.0
18,2,3,3.0,True,1357.0,1.36,False,1752230298727,1752230300084.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:18.727000+02:00,2025-07-11 12:38:20.084000+02:00,2025-07-11 12:38:18.727000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.047619047619047616,4.761904761904762,21.0,1.0,2.72,0.0,0.0
19,1,1,,False,,,True,1752230307113,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:27.113000+02:00,,2025-07-11 12:38:27.113000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.14285714285714285,14.285714285714285,21.0,1.0,1.5899999999999999,0.0,0.0
20,1,4,,False,,,True,1752230317119,,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:37.119000+02:00,,2025-07-11 12:38:37.119000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.5238095238095238,52.38095238095239,21.0,1.0,4.300000000000001,0.0,0.0
21,1,2,2.0,True,1671.0,1.67,False,1752230327131,1752230328802.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:47.131000+02:00,2025-07-11 12:38:48.802000+02:00,2025-07-11 12:38:47.131000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.8571428571428571,85.71428571428571,21.0,1.0,1.53,0.0,0.0
21,2,1,1.0,True,1345.0,1.34,False,1752230328804,1752230330149.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:48.804000+02:00,2025-07-11 12:38:50.149000+02:00,2025-07-11 12:38:48.804000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.9047619047619048,90.47619047619048,21.0,1.0,2.5300000000000002,0.0,0.0
22,1,4,4.0,True,2857.0,2.86,False,1752230337136,1752230339993.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:57.136000+02:00,2025-07-11 12:38:59.993000+02:00,2025-07-11 12:38:57.136000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.9047619047619048,90.47619047619048,21.0,1.0,8.15,0.0,0.0
22,2,1,1.0,True,953.0,0.95,False,1752230339993,1752230340946.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:38:59.993000+02:00,2025-07-11 12:39:00.946000+02:00,2025-07-11 12:38:59.993000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.8095238095238095,80.95238095238095,21.0,1.0,6.46,0.0,0.0
23,1,3,3.0,True,1621.0,1.62,False,1752230347139,1752230348760.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:07.139000+02:00,2025-07-11 12:39:08.760000+02:00,2025-07-11 12:39:07.139000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.42857142857142855,42.857142857142854,21.0,1.0,6.37,0.0,0.0
23,2,4,4.0,True,1491.0,1.49,False,1752230348764,1752230350255.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:08.764000+02:00,2025-07-11 12:39:10.255000+02:00,2025-07-11 12:39:08.764000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.38095238095238093,38.095238095238095,21.0,1.0,7.37,0.0,0.0
24,1,3,3.0,True,1722.0,1.72,False,1752230357148,1752230358870.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:17.148000+02:00,2025-07-11 12:39:18.870000+02:00,2025-07-11 12:39:17.148000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.19047619047619047,19.047619047619047,21.0,1.0,5.92,0.0,0.0
24,2,2,2.0,True,1378.0,1.38,False,1752230358874,1752230360252.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:18.874000+02:00,2025-07-11 12:39:20.252000+02:00,2025-07-11 12:39:18.874000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.23809523809523808,23.809523809523807,21.0,1.0,5.92,0.0,0.0
25,1,4,4.0,True,1407.0,1.41,False,1752230367164,1752230368571.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:27.164000+02:00,2025-07-11 12:39:28.571000+02:00,2025-07-11 12:39:27.164000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.3333333333333333,33.33333333333333,21.0,1.0,4.06,0.0,0.0
25,2,3,3.0,True,1369.0,1.37,False,1752230368572,1752230369941.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:28.572000+02:00,2025-07-11 12:39:29.941000+02:00,2025-07-11 12:39:28.572000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.3333333333333333,33.33333333333333,21.0,1.0,3.06,0.0,0.0
26,1,1,1.0,True,1622.0,1.62,False,1752230377174,1752230378796.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:37.174000+02:00,2025-07-11 12:39:38.796000+02:00,2025-07-11 12:39:37.174000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.19047619047619047,19.047619047619047,21.0,1.0,0.0,0.0,0.0
26,2,2,2.0,True,1008.0,1.01,False,1752230378800,1752230379808.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:38.800000+02:00,2025-07-11 12:39:39.808000+02:00,2025-07-11 12:39:38.800000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.14285714285714285,14.285714285714285,21.0,1.0,0.0,0.0,0.0
27,1,4,4.0,True,1509.0,1.51,False,1752230387179,1752230388688.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:47.179000+02:00,2025-07-11 12:39:48.688000+02:00,2025-07-11 12:39:47.179000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,2.16,0.0,0.0
27,2,1,1.0,True,4635.0,4.63,False,1752230388694,1752230393329.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:48.694000+02:00,2025-07-11 12:39:53.329000+02:00,2025-07-11 12:39:48.694000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,2.16,0.0,0.0
28,1,4,4.0,True,1469.0,1.47,False,1752230397183,1752230398652.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:57.183000+02:00,2025-07-11 12:39:58.652000+02:00,2025-07-11 12:39:57.183000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,1.38,0.0,0.0
28,2,1,1.0,True,1053.0,1.05,False,1752230398653,1752230399706.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:39:58.653000+02:00,2025-07-11 12:39:59.706000+02:00,2025-07-11 12:39:58.653000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,1.38,0.0,0.0
29,1,4,4.0,True,1565.0,1.56,False,1752230407198,1752230408763.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:40:07.198000+02:00,2025-07-11 12:40:08.763000+02:00,2025-07-11 12:40:07.198000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,0.0,0.0,0.0
29,2,3,3.0,True,1321.0,1.32,False,1752230408767,1752230410088.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:40:08.767000+02:00,2025-07-11 12:40:10.088000+02:00,2025-07-11 12:40:08.767000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,0.0,0.0,0.0
30,1,4,4.0,True,1640.0,1.64,False,1752230417202,1752230418842.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:40:17.202000+02:00,2025-07-11 12:40:18.842000+02:00,2025-07-11 12:40:17.202000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,3.0300000000000002,0.0,0.0
30,2,2,2.0,True,1565.0,1.56,False,1752230418845,1752230420410.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:40:18.845000+02:00,2025-07-11 12:40:20.410000+02:00,2025-07-11 12:40:18.845000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,3.7199999999999998,0.0,0.0
31,1,1,1.0,True,1610.0,1.61,False,1752230427210,1752230428820.0,0D03R,0D03,1,0D03R_S1,D,P2,D first,data/surt_logs/0D03R_250711_1241.csv,2025-07-11 12:40:27.210000+02:00,2025-07-11 12:40:28.820000+02:00,2025-07-11 12:40:27.210000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,58.0,0.4638888888888889,46.38888888888889,0.0,0.0,21.0,1.0,0.69,0.0,0.0
