Trial,Phase,TargetQuadrant,ClickedQuadrant,Correct,ResponseTime_ms,ResponseTime_s,Timeout,TrialStart_UTC_ms,ResponseTimestamp_UTC_ms,subject_id,canonical_subject_id,session_number,session_id,condition,route,order_subgroup,source_file,TrialStart_dt,Response_dt,offline_activation_anchor_dt,offline_activation_annotation_type,offline_activation_reference_label,offline_activation_roll_window_seconds,baseline_first_session_lqm,hr_burden_above_baseline_plus_3bpm_session,hr_burden_above_baseline_plus_3bpm_session_100,hr_burden_above_baseline_plus_3bpm_roll20,hr_burden_above_baseline_plus_3bpm_roll20_100,hr_roll20_valid_sample_count,hr_roll20_coverage_ratio,drive_post10_center_line_crossing_sum,drive_post10_collision_sum,drive_post10_panic_braking_sum
22,1,4,4.0,True,1302.0,1.3,False,1752674822997,1752674824299.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:02.997000+02:00,2025-07-16 16:07:04.299000+02:00,2025-07-16 16:07:02.997000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
22,2,3,3.0,True,802.0,0.8,False,1752674824303,1752674825105.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:04.303000+02:00,2025-07-16 16:07:05.105000+02:00,2025-07-16 16:07:04.303000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
23,1,2,2.0,True,1360.0,1.36,False,1752674833005,1752674834365.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:13.005000+02:00,2025-07-16 16:07:14.365000+02:00,2025-07-16 16:07:13.005000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,6.354736842105263,0.0,0.0
23,2,3,3.0,True,990.0,0.99,False,1752674834366,1752674835356.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:14.366000+02:00,2025-07-16 16:07:15.356000+02:00,2025-07-16 16:07:14.366000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,6.354736842105263,0.0,0.0
24,1,4,4.0,True,1361.0,1.36,False,1752674843009,1752674844370.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:23.009000+02:00,2025-07-16 16:07:24.370000+02:00,2025-07-16 16:07:23.009000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
24,2,3,3.0,True,550.0,0.55,False,1752674844372,1752674844922.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:24.372000+02:00,2025-07-16 16:07:24.922000+02:00,2025-07-16 16:07:24.372000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
25,1,3,3.0,True,1328.0,1.33,False,1752674853020,1752674854348.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:33.020000+02:00,2025-07-16 16:07:34.348000+02:00,2025-07-16 16:07:33.020000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
25,2,1,1.0,True,1004.0,1.0,False,1752674854349,1752674855353.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:34.349000+02:00,2025-07-16 16:07:35.353000+02:00,2025-07-16 16:07:34.349000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
26,1,3,3.0,True,2271.0,2.27,False,1752674863035,1752674865306.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:43.035000+02:00,2025-07-16 16:07:45.306000+02:00,2025-07-16 16:07:43.035000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
26,2,1,1.0,True,736.0,0.74,False,1752674865308,1752674866045.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:45.308000+02:00,2025-07-16 16:07:46.045000+02:00,2025-07-16 16:07:45.308000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
27,1,1,1.0,True,1085.0,1.08,False,1752674873039,1752674874125.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:53.039000+02:00,2025-07-16 16:07:54.125000+02:00,2025-07-16 16:07:53.039000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
27,2,2,2.0,True,723.0,0.72,False,1752674874125,1752674874848.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:07:54.125000+02:00,2025-07-16 16:07:54.848000+02:00,2025-07-16 16:07:54.125000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
28,1,1,1.0,True,1322.0,1.32,False,1752674883050,1752674884372.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:03.050000+02:00,2025-07-16 16:08:04.372000+02:00,2025-07-16 16:08:03.050000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
28,2,2,2.0,True,980.0,0.98,False,1752674884374,1752674885354.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:04.374000+02:00,2025-07-16 16:08:05.354000+02:00,2025-07-16 16:08:04.374000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
29,1,2,2.0,True,1442.0,1.44,False,1752674893056,1752674894498.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:13.056000+02:00,2025-07-16 16:08:14.498000+02:00,2025-07-16 16:08:13.056000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
29,2,4,4.0,True,1146.0,1.15,False,1752674894499,1752674895645.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:14.499000+02:00,2025-07-16 16:08:15.645000+02:00,2025-07-16 16:08:14.499000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.0,0.0,21.0,1.0,0.0,0.0,0.0
30,1,1,1.0,True,1311.0,1.31,False,1752674903071,1752674904382.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:23.071000+02:00,2025-07-16 16:08:24.382000+02:00,2025-07-16 16:08:23.071000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.047619047619047616,4.761904761904762,21.0,1.0,1.6952380952380952,0.0,0.0
30,2,1,1.0,True,752.0,0.75,False,1752674904385,1752674905137.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:24.385000+02:00,2025-07-16 16:08:25.137000+02:00,2025-07-16 16:08:24.385000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.09523809523809523,9.523809523809524,21.0,1.0,2.6952380952380954,0.0,0.0
31,1,2,2.0,True,1329.0,1.33,False,1752674913083,1752674914412.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:33.083000+02:00,2025-07-16 16:08:34.412000+02:00,2025-07-16 16:08:33.083000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.23809523809523808,23.809523809523807,21.0,1.0,2.03,0.0,0.0
31,2,1,1.0,True,835.0,0.83,False,1752674914413,1752674915248.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:34.413000+02:00,2025-07-16 16:08:35.248000+02:00,2025-07-16 16:08:34.413000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.2857142857142857,28.57142857142857,21.0,1.0,1.03,0.0,0.0
32,1,1,1.0,True,1131.0,1.13,False,1752674923090,1752674924221.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:43.090000+02:00,2025-07-16 16:08:44.221000+02:00,2025-07-16 16:08:43.090000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.7142857142857143,71.42857142857143,21.0,1.0,3.9213032581453633,0.0,0.0
32,2,1,1.0,True,672.0,0.67,False,1752674924222,1752674924894.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:44.222000+02:00,2025-07-16 16:08:44.894000+02:00,2025-07-16 16:08:44.222000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,0.7142857142857143,71.42857142857143,21.0,1.0,4.37844611528822,0.0,0.0
33,1,3,3.0,True,1591.0,1.59,False,1752674933092,1752674934683.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:53.092000+02:00,2025-07-16 16:08:54.683000+02:00,2025-07-16 16:08:53.092000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,1.0,100.0,21.0,1.0,3.5503759398496246,0.0,0.0
33,2,2,2.0,True,579.0,0.58,False,1752674934684,1752674935263.0,0C06,0C06,2,0C06_S2,D,P1,D second,data/surt_logs/0C06_250716_1609.csv,2025-07-16 16:08:54.684000+02:00,2025-07-16 16:08:55.263000+02:00,2025-07-16 16:08:54.684000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,80.0,0.33055555555555555,33.05555555555556,1.0,100.0,21.0,1.0,3.093233082706767,0.0,0.0
0,1,4,,False,,,True,1752677481058,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:21.058000+02:00,,2025-07-16 16:51:21.058000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.14285714285714285,14.285714285714285,21.0,1.0,0.0,0.0,0.0
1,1,1,1.0,True,1674.0,1.67,False,1752677491063,1752677492737.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:31.063000+02:00,2025-07-16 16:51:32.737000+02:00,2025-07-16 16:51:31.063000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.5714285714285714,57.14285714285714,21.0,1.0,0.0,0.0,0.0
1,2,4,4.0,True,2983.0,2.98,False,1752677492739,1752677495722.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:32.739000+02:00,2025-07-16 16:51:35.722000+02:00,2025-07-16 16:51:32.739000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.6190476190476191,61.904761904761905,21.0,1.0,0.0,0.0,0.0
2,1,1,1.0,True,2608.0,2.61,False,1752677501066,1752677503674.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:41.066000+02:00,2025-07-16 16:51:43.674000+02:00,2025-07-16 16:51:41.066000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.9047619047619048,90.47619047619048,21.0,1.0,0.0,0.0,0.0
2,2,2,2.0,True,968.0,0.97,False,1752677503677,1752677504645.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:43.677000+02:00,2025-07-16 16:51:44.645000+02:00,2025-07-16 16:51:43.677000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,1.0,100.0,21.0,1.0,0.0,0.0,0.0
3,1,2,2.0,True,2399.0,2.4,False,1752677511067,1752677513466.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:51.067000+02:00,2025-07-16 16:51:53.466000+02:00,2025-07-16 16:51:51.067000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,1.0,100.0,21.0,1.0,0.0,0.0,0.0
3,2,1,1.0,True,1437.0,1.44,False,1752677513467,1752677514904.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:51:53.467000+02:00,2025-07-16 16:51:54.904000+02:00,2025-07-16 16:51:53.467000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,1.0,100.0,21.0,1.0,0.0,0.0,0.0
4,1,3,3.0,True,2646.0,2.65,False,1752677521082,1752677523728.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:01.082000+02:00,2025-07-16 16:52:03.728000+02:00,2025-07-16 16:52:01.082000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,1.0,100.0,21.0,1.0,0.0,0.0,0.0
4,2,1,1.0,True,1111.0,1.11,False,1752677523732,1752677524843.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:03.732000+02:00,2025-07-16 16:52:04.843000+02:00,2025-07-16 16:52:03.732000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,1.0,100.0,21.0,1.0,0.0,0.0,0.0
5,1,4,4.0,True,2987.0,2.99,False,1752677531083,1752677534070.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:11.083000+02:00,2025-07-16 16:52:14.070000+02:00,2025-07-16 16:52:11.083000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.8095238095238095,80.95238095238095,21.0,1.0,0.0,0.0,0.0
5,2,3,3.0,True,1206.0,1.21,False,1752677534073,1752677535279.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:14.073000+02:00,2025-07-16 16:52:15.279000+02:00,2025-07-16 16:52:14.073000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.6666666666666666,66.66666666666666,21.0,1.0,0.0,0.0,0.0
6,1,2,,False,,,True,1752677541092,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:21.092000+02:00,,2025-07-16 16:52:21.092000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.3333333333333333,33.33333333333333,21.0,1.0,0.0,0.0,0.0
7,1,2,,False,,,True,1752677551103,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:31.103000+02:00,,2025-07-16 16:52:31.103000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.047619047619047616,4.761904761904762,21.0,1.0,1.59,0.0,0.0
8,1,2,2.0,True,2065.0,2.06,False,1752677561115,1752677563180.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:41.115000+02:00,2025-07-16 16:52:43.180000+02:00,2025-07-16 16:52:41.115000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
8,2,4,4.0,True,1434.0,1.43,False,1752677563183,1752677564617.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:43.183000+02:00,2025-07-16 16:52:44.617000+02:00,2025-07-16 16:52:43.183000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
9,1,2,2.0,True,2413.0,2.41,False,1752677571120,1752677573533.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:51.120000+02:00,2025-07-16 16:52:53.533000+02:00,2025-07-16 16:52:51.120000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
9,2,4,4.0,True,1009.0,1.01,False,1752677573534,1752677574543.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:52:53.534000+02:00,2025-07-16 16:52:54.543000+02:00,2025-07-16 16:52:53.534000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
10,1,4,4.0,True,2211.0,2.21,False,1752677581124,1752677583335.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:01.124000+02:00,2025-07-16 16:53:03.335000+02:00,2025-07-16 16:53:01.124000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
10,2,2,2.0,True,1209.0,1.21,False,1752677583339,1752677584548.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:03.339000+02:00,2025-07-16 16:53:04.548000+02:00,2025-07-16 16:53:03.339000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
11,1,4,4.0,True,2313.0,2.31,False,1752677591128,1752677593441.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:11.128000+02:00,2025-07-16 16:53:13.441000+02:00,2025-07-16 16:53:11.128000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
11,2,3,3.0,True,4211.0,4.21,False,1752677593444,1752677597655.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:13.444000+02:00,2025-07-16 16:53:17.655000+02:00,2025-07-16 16:53:13.444000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
12,1,3,,False,,,True,1752677601143,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:21.143000+02:00,,2025-07-16 16:53:21.143000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.0,0.0
13,1,4,,False,,,True,1752677611152,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:31.152000+02:00,,2025-07-16 16:53:31.152000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.23809523809523808,23.809523809523807,21.0,1.0,2.97,0.0,0.0
14,1,2,2.0,True,1863.0,1.86,False,1752677621156,1752677623019.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:41.156000+02:00,2025-07-16 16:53:43.019000+02:00,2025-07-16 16:53:41.156000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.7142857142857143,71.42857142857143,21.0,1.0,3.94,0.0,0.0
14,2,2,2.0,True,1074.0,1.07,False,1752677623021,1752677624095.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:43.021000+02:00,2025-07-16 16:53:44.095000+02:00,2025-07-16 16:53:43.021000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.8095238095238095,80.95238095238095,21.0,1.0,3.9400000000000004,0.0,0.0
15,1,2,2.0,True,2254.0,2.25,False,1752677631170,1752677633424.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:51.170000+02:00,2025-07-16 16:53:53.424000+02:00,2025-07-16 16:53:51.170000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.9047619047619048,90.47619047619048,21.0,1.0,0.0,0.0,0.0
15,2,3,3.0,True,1549.0,1.55,False,1752677633425,1752677634974.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:53:53.425000+02:00,2025-07-16 16:53:54.974000+02:00,2025-07-16 16:53:53.425000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.8095238095238095,80.95238095238095,21.0,1.0,1.38,0.0,0.0
16,1,3,,False,,,True,1752677641174,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:01.174000+02:00,,2025-07-16 16:54:01.174000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.42857142857142855,42.857142857142854,21.0,1.0,5.2299999999999995,0.0,0.0
17,1,1,1.0,True,4774.0,4.77,False,1752677651188,1752677655962.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:11.188000+02:00,2025-07-16 16:54:15.962000+02:00,2025-07-16 16:54:11.188000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.38095238095238093,38.095238095238095,21.0,1.0,0.0,0.0,0.0
17,2,2,2.0,True,1541.0,1.54,False,1752677655964,1752677657505.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:15.964000+02:00,2025-07-16 16:54:17.505000+02:00,2025-07-16 16:54:15.964000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.38095238095238093,38.095238095238095,21.0,1.0,0.0,0.0,0.0
18,1,2,2.0,True,1468.0,1.47,False,1752677661200,1752677662668.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:21.200000+02:00,2025-07-16 16:54:22.668000+02:00,2025-07-16 16:54:21.200000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.47619047619047616,47.61904761904761,21.0,1.0,0.0,0.0,0.0
18,2,2,2.0,True,1134.0,1.13,False,1752677662672,1752677663806.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:22.672000+02:00,2025-07-16 16:54:23.806000+02:00,2025-07-16 16:54:22.672000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.47619047619047616,47.61904761904761,21.0,1.0,0.0,0.0,0.0
19,1,2,2.0,True,3260.0,3.26,False,1752677671211,1752677674471.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:31.211000+02:00,2025-07-16 16:54:34.471000+02:00,2025-07-16 16:54:31.211000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.14285714285714285,14.285714285714285,21.0,1.0,0.0,0.0,0.0
19,2,3,3.0,True,909.0,0.91,False,1752677674472,1752677675381.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:34.472000+02:00,2025-07-16 16:54:35.381000+02:00,2025-07-16 16:54:34.472000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.09523809523809523,9.523809523809524,21.0,1.0,0.0,0.0,0.0
20,1,1,,False,,,True,1752677681218,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:41.218000+02:00,,2025-07-16 16:54:41.218000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,0.0,0.45,0.0
21,1,3,,False,,,True,1752677691234,,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:54:51.234000+02:00,,2025-07-16 16:54:51.234000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.0,0.0,21.0,1.0,9.96,0.0,0.0
22,1,2,2.0,True,3563.0,3.56,False,1752677701246,1752677704809.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:55:01.246000+02:00,2025-07-16 16:55:04.809000+02:00,2025-07-16 16:55:01.246000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.14285714285714285,14.285714285714285,21.0,1.0,0.51,0.0,0.0
22,2,4,4.0,True,2466.0,2.47,False,1752677704815,1752677707281.0,0D06,0D06,1,0D06_S1,D,P2,D first,data/surt_logs/0D06_250716_1659.csv,2025-07-16 16:55:04.815000+02:00,2025-07-16 16:55:07.281000+02:00,2025-07-16 16:55:04.815000+02:00,offline_hr_burden_projection,first_session_lower_quartile_median,20,66.0,0.4583333333333333,45.83333333333333,0.14285714285714285,14.285714285714285,21.0,1.0,0.0,0.0,0.0
