id,distracted_route,trial,response_time,clean_recovery_s,matched_progress,order_subgroup,clean_observation_s_recovery,clean_observation_s_control,clean_observation_s_delta,future_event_clean_recovery,future_event_clean_control,future_event_clean_delta,future_risk_score_clean_recovery,future_risk_score_clean_control,future_risk_score_clean_delta,future_event_fixed_5_15_recovery,future_event_fixed_5_15_control,future_event_fixed_5_15_delta,future_risk_score_fixed_5_15_recovery,future_risk_score_fixed_5_15_control,future_risk_score_fixed_5_15_delta,hr_pre10_recovery,hr_pre10_control,hr_pre10_delta,hr_post5_recovery,hr_post5_control,hr_post5_delta,hr_delta_post5_pre10_recovery,hr_delta_post5_pre10_control,hr_delta_post5_pre10_delta,hr_slope_pre10_recovery,hr_slope_pre10_control,hr_slope_pre10_delta,hr_slope_post5_recovery,hr_slope_post5_control,hr_slope_post5_delta,hr_slope_change_recovery,hr_slope_change_control,hr_slope_change_delta,hr_burden_plus3_post5_recovery,hr_burden_plus3_post5_control,hr_burden_plus3_post5_delta,hr_coverage_post5_recovery,hr_coverage_post5_control,hr_coverage_post5_delta
0A01,P2,12,2025-07-09 14:04:08.536000+00:00,8.141,0.3351063829787234,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,73.8,75.5,-1.7000000000000028,79.2,78.4,0.7999999999999972,5.400000000000006,2.9000000000000057,2.5,0.48484848484848353,0.6606060606060635,-0.17575757575758,0.8999999999999916,-0.500000000000004,1.3999999999999955,0.41515151515150805,-1.1606060606060675,1.5757575757575757,1.0,0.0,1.0,1.0,1.0,0.0
0A01,P2,13,2025-07-09 14:04:18.096000+00:00,9.935,0.35904255319148937,D second,4,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,79.0,77.9,1.0999999999999943,79.0,74.8,4.200000000000003,0.0,-3.1000000000000085,3.1000000000000085,0.13333333333333616,-0.3696969696969687,0.5030303030303048,-8.059562612555538e-15,-0.20000000000000062,0.19999999999999257,-0.1333333333333442,0.16969696969696807,-0.3030303030303123,1.0,0.0,1.0,1.0,1.0,0.0
0A01,P2,14,2025-07-09 14:04:29.002000+00:00,9.343,0.3882978723404255,D second,4,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,78.2,72.5,5.700000000000003,74.2,72.4,1.7999999999999972,-4.0,-0.09999999999999432,-3.9000000000000057,-0.5454545454545455,-0.8666666666666604,0.32121212121211484,0.1999999999999975,1.1999999999999904,-0.9999999999999929,0.745454545454543,2.066666666666651,-1.321212121212108,0.0,0.0,0.0,1.0,1.0,0.0
0A01,P2,15,2025-07-09 14:04:39.488000+00:00,8.718,0.4148936170212766,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,73.9,72.4,1.5,72.0,76.0,-4.0,-1.9000000000000057,3.5999999999999943,-5.5,-0.1515151515151458,0.860606060606061,-1.0121212121212069,-5.200494384623844e-15,-5.198128715046503e-15,-2.3656695773410155e-18,0.1515151515151406,-0.8606060606060663,1.0121212121212069,0.0,0.0,0.0,1.0,1.0,0.0
0A01,P2,16,2025-07-09 14:04:49.057000+00:00,8.911,0.44148936170212766,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,71.5,75.9,-4.400000000000006,73.6,77.0,-3.4000000000000057,2.0999999999999943,1.0999999999999943,1.0,-0.24848484848484706,0.05454545454545911,-0.30303030303030615,1.9999999999999942,0.0999999999999937,1.9000000000000006,2.2484848484848414,0.045454545454534596,2.2030303030303067,0.2,0.0,0.2,1.0,1.0,0.0
0A01,P2,17,2025-07-09 14:04:58.862000+00:00,8.993,0.46808510638297873,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,77.8,76.5,1.2999999999999972,80.2,76.2,4.0,2.4000000000000057,-0.29999999999999716,2.700000000000003,1.5030303030303052,-0.01818181818181862,1.5212121212121237,-0.2000000000000132,0.1999999999999962,-0.4000000000000094,-1.7030303030303184,0.21818181818181484,-1.9212121212121334,1.0,0.0,1.0,1.0,1.0,0.0
0A01,P2,18,2025-07-09 14:05:08.700000+00:00,9.343,0.4946808510638298,D second,4,4,0,0,0,0,0.0,0.0,0.0,1,0,1,3.0,0.0,3.0,80.2,77.0,3.200000000000003,76.2,79.4,-3.200000000000003,-4.0,2.4000000000000057,-6.400000000000006,-0.08484848484848141,0.424242424242426,-0.5090909090909074,-0.8000000000000043,-0.5000000000000131,-0.29999999999999116,-0.7151515151515229,-0.9242424242424391,0.2090909090909162,0.2,0.0,0.2,1.0,1.0,0.0
0A01,P2,19,2025-07-09 14:05:18.865000+00:00,8.853,0.5212765957446809,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,76.0,79.0,-3.0,73.2,79.8,-6.599999999999994,-2.799999999999997,0.7999999999999972,-3.5999999999999943,-0.15757575757575537,-0.2424242424242422,0.08484848484848684,-0.20000000000000664,0.19999999999999943,-0.4000000000000061,-0.042424242424251274,0.4424242424242416,-0.48484848484849286,0.0,0.0,0.0,1.0,1.0,0.0
0A01,P2,20,2025-07-09 14:05:28.404000+00:00,10.274,0.5452127659574468,D second,5,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,73.9,79.3,-5.3999999999999915,73.8,78.8,-5.0,-0.10000000000000853,-0.5,0.3999999999999915,0.04242424242424224,0.18787878787878753,-0.14545454545454528,-0.6999999999999993,0.29999999999999083,-0.9999999999999901,-0.7424242424242415,0.1121212121212033,-0.8545454545454448,0.0,0.0,0.0,1.0,1.0,0.0
0A01,P2,21,2025-07-09 14:05:39.411000+00:00,11.795,0.574468085106383,D second,6,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,73.4,78.3,-4.8999999999999915,81.6,77.0,4.599999999999994,8.199999999999989,-1.2999999999999972,9.499999999999986,0.10909090909091283,-0.17575757575757275,0.2848484848484856,0.9999999999999947,-4.168942602871812e-15,0.9999999999999989,0.8909090909090819,0.1757575757575686,0.7151515151515133,1.0,0.0,1.0,1.0,1.0,0.0
0A01,P2,23,2025-07-09 14:05:58.547000+00:00,9.731,0.6276595744680851,D second,4,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,76.2,83.5,-7.299999999999997,73.6,76.2,-2.6000000000000085,-2.6000000000000085,-7.299999999999997,4.699999999999989,-0.3515151515151471,-0.321212121212118,-0.03030303030302911,-0.3000000000000078,1.6999999999999953,-2.000000000000003,0.0515151515151393,2.0212121212121135,-1.9696969696969742,0.0,0.2,-0.2,1.0,1.0,0.0
0A01,P2,24,2025-07-09 14:06:09.423000+00:00,8.596,0.6542553191489362,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,74.3,80.6,-6.299999999999997,77.0,83.0,-6.0,2.700000000000003,2.4000000000000057,0.29999999999999716,0.22424242424242624,1.9757575757575756,-1.7515151515151492,0.7999999999999949,-2.600000000000008,3.400000000000003,0.5757575757575687,-4.575757575757583,5.151515151515152,0.4,0.6,-0.19999999999999996,1.0,1.0,0.0
0A01,P2,25,2025-07-09 14:06:18.787000+00:00,9.295,0.6808510638297872,D second,4,4,0,0,1,-1,0.0,1.0,-1.0,0,1,-1,0.0,6.0,-6.0,77.3,82.1,-4.799999999999997,75.6,70.2,5.3999999999999915,-1.7000000000000028,-11.899999999999991,10.199999999999989,0.0666666666666663,-1.7272727272727262,1.7939393939393924,0.5999999999999999,-0.8000000000000056,1.4000000000000055,0.5333333333333335,0.9272727272727206,-0.39393939393938704,0.2,0.0,0.2,1.0,1.0,0.0
0A01,P2,26,2025-07-09 14:06:28.783000+00:00,8.853,0.7074468085106383,D second,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,77.5,70.6,6.900000000000006,77.0,72.4,4.599999999999994,-0.5,1.8000000000000114,-2.3000000000000114,0.6848484848484857,-0.3272727272727281,1.0121212121212138,-1.5999999999999996,0.599999999999989,-2.1999999999999886,-2.284848484848485,0.927272727272717,-3.212121212121202,0.4,0.0,0.4,1.0,1.0,0.0
0A01,P2,27,2025-07-09 14:06:38.328000+00:00,9.358,0.7313829787234043,D second,4,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,76.4,72.1,4.300000000000011,74.2,81.0,-6.799999999999997,-2.200000000000003,8.900000000000006,-11.100000000000009,-0.6666666666666677,0.5272727272727277,-1.1939393939393954,-0.5000000000000071,2.999999999999992,-3.499999999999999,0.16666666666666063,2.4727272727272642,-2.3060606060606035,0.0,0.6,-0.6,1.0,1.0,0.0
